time,biomass_ratio
UTC,
2003-01-01T00:00:00Z,0.21211307
2004-01-01T00:00:00Z,0.10959648
2005-01-01T00:00:00Z,0.19296823
2006-01-01T00:00:00Z,0.17498039
2007-01-01T00:00:00Z,0.19260669
2008-01-01T00:00:00Z,0.18709709
2009-01-01T00:00:00Z,0.18767701
2010-01-01T00:00:00Z,0.22660583
2011-01-01T00:00:00Z,0.24191742
2012-01-01T00:00:00Z,0.22414388
2013-01-01T00:00:00Z,0.18889624
2014-01-01T00:00:00Z,0.18613167
2015-01-01T00:00:00Z,0.17597483
