time,species_richness
UTC,
2003-01-01T00:00:00Z,28.58534
2004-01-01T00:00:00Z,31.64249
2005-01-01T00:00:00Z,33.00336
2006-01-01T00:00:00Z,31.742296
2007-01-01T00:00:00Z,32.022392
2008-01-01T00:00:00Z,32.85321
2009-01-01T00:00:00Z,33.642994
2010-01-01T00:00:00Z,34.55927
2011-01-01T00:00:00Z,31.555302
2012-01-01T00:00:00Z,31.890467
2013-01-01T00:00:00Z,32.57431
2014-01-01T00:00:00Z,33.07327
2015-01-01T00:00:00Z,33.87096
2016-01-01T00:00:00Z,32.548244
2017-01-01T00:00:00Z,32.07025
