time,dissolved_oxygen
UTC,ml/L
2012-02-24T00:00:00Z,4.53684
2012-03-07T00:00:00Z,NaN
2012-03-25T00:00:00Z,6.15516
2012-04-07T00:00:00Z,6.06802
2012-04-14T00:00:00Z,6.19405
2012-05-04T00:00:00Z,4.55813
2012-05-19T00:00:00Z,2.06959
2012-05-29T00:00:00Z,1.97087
2012-06-10T00:00:00Z,2.00195
2012-06-25T00:00:00Z,NaN
2012-06-28T00:00:00Z,1.64144
2012-07-07T00:00:00Z,NaN
2012-07-20T00:00:00Z,NaN
2012-08-07T00:00:00Z,0.81199
2012-08-21T00:00:00Z,1.44995
2012-09-06T00:00:00Z,2.38417
2012-09-16T00:00:00Z,1.05263
2012-09-29T00:00:00Z,1.78377
2012-10-07T00:00:00Z,2.23254
2012-10-25T00:00:00Z,5.84842
2012-11-13T00:00:00Z,5.7416
2012-11-26T00:00:00Z,5.62853
2012-12-30T00:00:00Z,5.66212
2013-01-14T00:00:00Z,4.50366
2013-02-14T00:00:00Z,3.72921
2013-03-01T00:00:00Z,NaN
2013-03-03T00:00:00Z,2.91442
2013-03-10T00:00:00Z,3.32852
2013-03-18T00:00:00Z,2.97711
2013-04-16T00:00:00Z,2.0682
2013-04-27T00:00:00Z,1.43052
2013-05-08T00:00:00Z,1.58693
2013-05-30T00:00:00Z,2.64275
2013-06-07T00:00:00Z,1.28423
2013-06-19T00:00:00Z,1.10386
2013-06-27T00:00:00Z,1.92068
2013-07-09T00:00:00Z,0.94409
2013-07-29T00:00:00Z,1.58123
2013-08-25T00:00:00Z,1.59559
2013-09-11T00:00:00Z,2.36024
2013-09-26T00:00:00Z,5.09525
2013-10-04T00:00:00Z,4.29283
2013-10-22T00:00:00Z,2.76753
2013-11-09T00:00:00Z,4.4131
2013-11-22T00:00:00Z,4.99234
2013-12-09T00:00:00Z,3.86588
2014-01-16T00:00:00Z,5.72295
2014-02-04T00:00:00Z,5.30721
2014-02-23T00:00:00Z,6.03175
2014-03-31T00:00:00Z,6.37464
2014-04-08T00:00:00Z,6.11088
2014-04-25T00:00:00Z,5.72284
2014-05-06T00:00:00Z,5.16158
2014-05-19T00:00:00Z,2.5432
2014-06-11T00:00:00Z,1.47141
2014-06-27T00:00:00Z,1.23547
2014-07-06T00:00:00Z,1.43484
2014-07-22T00:00:00Z,1.38202
2014-08-06T00:00:00Z,1.39766
2014-08-20T00:00:00Z,0.94201
2014-09-07T00:00:00Z,1.70686
2014-09-25T00:00:00Z,5.12522
2014-09-30T00:00:00Z,5.49866
2014-10-08T00:00:00Z,3.43096
2014-10-27T00:00:00Z,5.56
2014-11-07T00:00:00Z,5.46292
2014-11-08T00:00:00Z,5.36257
2014-12-31T00:00:00Z,4.76958
2015-01-06T00:00:00Z,5.52388
2015-01-21T00:00:00Z,5.86896
2015-01-31T00:00:00Z,5.09282
2015-02-04T00:00:00Z,5.32764
2015-02-18T00:00:00Z,5.20657
2015-03-04T00:00:00Z,3.07346
2015-03-05T00:00:00Z,3.07346
2015-03-26T00:00:00Z,4.9356
2015-04-07T00:00:00Z,3.5913
2015-04-27T00:00:00Z,2.3086
2015-05-04T00:00:00Z,1.9069
2015-05-07T00:00:00Z,2.0052
2015-05-13T00:00:00Z,1.8681
2015-05-19T00:00:00Z,2.0713
2015-06-16T00:00:00Z,2.3574
2015-06-28T00:00:00Z,2.5748
2015-07-03T00:00:00Z,2.5629
2015-07-15T00:00:00Z,3.0928
2015-07-26T00:00:00Z,2.7785
2015-08-10T00:00:00Z,2.5279
2015-08-26T00:00:00Z,2.6687
2015-09-16T00:00:00Z,2.9436
2015-09-23T00:00:00Z,3.1926
2015-09-29T00:00:00Z,2.5103
2015-10-07T00:00:00Z,3.0555
2015-10-13T00:00:00Z,3.5374
2015-11-03T00:00:00Z,5.0015
2016-01-08T00:00:00Z,5.6047
2016-02-16T00:00:00Z,6.6215
2016-02-17T00:00:00Z,6.6215
2016-03-26T00:00:00Z,5.4896
2016-04-18T00:00:00Z,6.0417
2016-04-26T00:00:00Z,3.633
2016-04-28T00:00:00Z,2.8067
2016-05-12T00:00:00Z,2.4758
2016-05-24T00:00:00Z,2.2734
2016-06-12T00:00:00Z,2.5184
2016-06-29T00:00:00Z,1.9833
2016-07-07T00:00:00Z,1.6738
2016-08-01T00:00:00Z,1.8448
2016-08-21T00:00:00Z,1.9795
2016-08-23T00:00:00Z,1.9795
2016-09-06T00:00:00Z,2.4693
