time,NPGO
UTC,
2005-04-01T00:00:00Z,-1.6860675
2005-05-01T00:00:00Z,-0.79030764
2005-06-01T00:00:00Z,-1.2837522
2005-07-01T00:00:00Z,-1.6639054
2005-08-01T00:00:00Z,-1.1305807
2005-09-01T00:00:00Z,-1.5729473
2005-10-01T00:00:00Z,-0.8893114
2005-11-01T00:00:00Z,-1.6610364
2005-12-01T00:00:00Z,-1.2528956
2006-01-01T00:00:00Z,-0.6465035
2006-02-01T00:00:00Z,-1.0694165
2006-03-01T00:00:00Z,-0.7099621
2006-04-01T00:00:00Z,-0.56621325
2006-05-01T00:00:00Z,-0.12235165
2006-06-01T00:00:00Z,-0.12757395
2006-07-01T00:00:00Z,-0.49922836
2006-08-01T00:00:00Z,-0.36677578
2006-09-01T00:00:00Z,-0.33968976
2006-10-01T00:00:00Z,-1.0489801
2006-11-01T00:00:00Z,-0.99574655
2006-12-01T00:00:00Z,-0.1553899
2007-01-01T00:00:00Z,-0.4117224
2007-02-01T00:00:00Z,-0.13660997
2007-03-01T00:00:00Z,-0.54892534
2007-04-01T00:00:00Z,0.26061866
2007-05-01T00:00:00Z,0.6913841
2007-06-01T00:00:00Z,1.2324307
2007-07-01T00:00:00Z,1.2289858
2007-08-01T00:00:00Z,1.4399076
2007-09-01T00:00:00Z,0.9092681
2007-10-01T00:00:00Z,1.2687833
2007-11-01T00:00:00Z,0.72844106
2007-12-01T00:00:00Z,0.45784405
2008-01-01T00:00:00Z,0.5557309
2008-02-01T00:00:00Z,1.1359497
2008-03-01T00:00:00Z,1.3746045
2008-04-01T00:00:00Z,1.3959782
2008-05-01T00:00:00Z,1.7382507
2008-06-01T00:00:00Z,1.2788393
2008-07-01T00:00:00Z,1.427494
2008-08-01T00:00:00Z,2.143588
2008-09-01T00:00:00Z,2.2272398
2008-10-01T00:00:00Z,1.7658828
2008-11-01T00:00:00Z,1.9697901
2008-12-01T00:00:00Z,0.44929096
2009-01-01T00:00:00Z,0.7225751
2009-02-01T00:00:00Z,0.9093018
2009-03-01T00:00:00Z,0.3312593
2009-04-01T00:00:00Z,0.4162877
2009-05-01T00:00:00Z,0.5548924
2009-06-01T00:00:00Z,0.37008104
2009-07-01T00:00:00Z,0.56042695
2009-08-01T00:00:00Z,0.71791106
2009-09-01T00:00:00Z,0.98406076
2009-10-01T00:00:00Z,1.1538724
2009-11-01T00:00:00Z,1.0545827
2009-12-01T00:00:00Z,1.0631177
2010-01-01T00:00:00Z,2.062816
2010-02-01T00:00:00Z,1.838936
2010-03-01T00:00:00Z,1.6534425
2010-04-01T00:00:00Z,1.1785061
2010-05-01T00:00:00Z,1.8660371
2010-06-01T00:00:00Z,1.2382194
2010-07-01T00:00:00Z,1.14574
2010-08-01T00:00:00Z,1.078559
2010-09-01T00:00:00Z,1.00388
2010-10-01T00:00:00Z,1.6057858
2010-11-01T00:00:00Z,0.9877614
2010-12-01T00:00:00Z,0.7793436
2011-01-01T00:00:00Z,0.3217816
2011-02-01T00:00:00Z,0.5503248
2011-03-01T00:00:00Z,1.2027031
2011-04-01T00:00:00Z,0.596072
2011-05-01T00:00:00Z,1.3946886
2011-06-01T00:00:00Z,1.113308
2011-07-01T00:00:00Z,1.0352043
2011-08-01T00:00:00Z,1.0362983
2011-09-01T00:00:00Z,1.3279155
2011-10-01T00:00:00Z,1.2043564
2011-11-01T00:00:00Z,0.37422317
2011-12-01T00:00:00Z,0.13205332
2012-01-01T00:00:00Z,0.833666
2012-02-01T00:00:00Z,0.86268306
2012-03-01T00:00:00Z,1.116866
2012-04-01T00:00:00Z,1.9261199
2012-05-01T00:00:00Z,1.6273782
2012-06-01T00:00:00Z,1.9381592
2012-07-01T00:00:00Z,1.8603463
2012-08-01T00:00:00Z,1.7304645
2012-09-01T00:00:00Z,1.3583578
2012-10-01T00:00:00Z,1.8664157
2012-11-01T00:00:00Z,1.4016486
2012-12-01T00:00:00Z,1.200031
2013-01-01T00:00:00Z,1.2306213
2013-02-01T00:00:00Z,1.2039313
2013-03-01T00:00:00Z,0.64256865
2013-04-01T00:00:00Z,0.4762448
2013-05-01T00:00:00Z,0.8523294
2013-06-01T00:00:00Z,0.7265816
2013-07-01T00:00:00Z,0.45131078
2013-08-01T00:00:00Z,0.5616566
2013-09-01T00:00:00Z,0.38973394
2013-10-01T00:00:00Z,-0.14729041
2013-11-01T00:00:00Z,-0.804566
2013-12-01T00:00:00Z,-1.4515896
2014-01-01T00:00:00Z,-0.38970667
2014-02-01T00:00:00Z,-0.26691276
2014-03-01T00:00:00Z,-0.45373875
2014-04-01T00:00:00Z,-0.61755997
2014-05-01T00:00:00Z,0.22740889
2014-06-01T00:00:00Z,-0.4166303
2014-07-01T00:00:00Z,-0.13370799
2014-08-01T00:00:00Z,-0.54526097
2014-09-01T00:00:00Z,-0.7770938
2014-10-01T00:00:00Z,0.42413825
2014-11-01T00:00:00Z,0.3108105
2014-12-01T00:00:00Z,-0.35602385
2015-01-01T00:00:00Z,-0.55092806
2015-02-01T00:00:00Z,-1.2735983
2015-03-01T00:00:00Z,-1.3956342
2015-04-01T00:00:00Z,-1.3788626
2015-05-01T00:00:00Z,-0.7200374
2015-06-01T00:00:00Z,-1.2495428
2015-07-01T00:00:00Z,-1.474117
2015-08-01T00:00:00Z,-1.9279137
2015-09-01T00:00:00Z,-2.1044993
2015-10-01T00:00:00Z,-1.3069408
2015-11-01T00:00:00Z,-2.253835
2015-12-01T00:00:00Z,-1.1060514
2016-01-01T00:00:00Z,0.9376462
2016-02-01T00:00:00Z,0.22869466
2016-03-01T00:00:00Z,0.4720812
2016-04-01T00:00:00Z,-0.40044832
2016-05-01T00:00:00Z,-0.6821762
2016-06-01T00:00:00Z,-0.95813125
2016-07-01T00:00:00Z,-0.48700547
2016-08-01T00:00:00Z,-0.54382825
2016-09-01T00:00:00Z,-0.7735456
2016-10-01T00:00:00Z,0.3520168
2016-11-01T00:00:00Z,1.159299
2016-12-01T00:00:00Z,-1.5408496
2017-01-01T00:00:00Z,-0.2667852
2017-02-01T00:00:00Z,-0.6709852
2017-03-01T00:00:00Z,-0.894669
2017-04-01T00:00:00Z,-0.11361968
2017-05-01T00:00:00Z,-0.5071737
2017-06-01T00:00:00Z,-0.2239184
2017-07-01T00:00:00Z,-0.14672896
2017-08-01T00:00:00Z,-0.27865458
2017-09-01T00:00:00Z,-0.5009289
2017-10-01T00:00:00Z,-1.4162064
